,unnamed: 0,unnamed: 0,mth_day,amnesia,amnesia_norm,amnesia_ravg
0,0,0,01-01,,,
1,1,1,01-02,0.7561121379666724,-0.6238138563925604,
2,2,2,01-03,0.6071727247948561,-1.2351295190095375,
3,3,3,01-04,0.6106166734607736,-1.2209939741199152,
4,4,4,01-05,0.7033921124987478,-0.8402010209164961,-1.103108585601195
5,5,5,01-06,0.7242807635492189,-0.754464416439865,-1.0165215986032683
6,6,6,01-07,0.4344534289535996,-1.9440487267287965,-1.0315881583633226
7,7,7,01-08,0.8826871546437808,-0.10429193440499993,-0.7366189405889201
8,8,8,01-09,0.5851480520464998,-1.325528877569863,-0.6458572498518572
9,9,9,01-10,1.041810031186948,0.5488213325265019,-0.5426147369367624
10,10,10,01-11,0.8360698151997475,-0.2956308764941201,-0.18040350075882736
11,11,11,01-12,0.8752032433247029,-0.13500933894929631,-0.29995131244057643
12,12,12,01-13,0.963942845890534,0.2292186903388142,-0.2587989648878413
13,13,13,01-14,0.7079291825516059,-0.8215788044954941,-0.4976918652635988
14,14,14,01-15,0.6453055798504679,-1.0786147922534524,-0.4305423395530697
15,15,15,01-16,0.6925904325210617,-0.8845360697280436,-0.4334255772465783
16,16,16,01-17,0.9342306662855308,0.10726627776905434,-0.3939483220534333
17,17,17,01-18,0.8709884545695675,-0.15230876511034772,-0.28434135024190554
18,18,18,01-19,1.0216516819141093,0.46608222149768397,-0.1312122568422908
19,19,19,01-20,0.8681553870423991,-0.16393697362632773,-0.12506096294819236
20,20,20,01-21,0.8691535069214354,-0.15984023185576382,-0.31558570351344706
21,21,21,01-22,0.7015825473205979,-0.8476283063634529,-0.4540672237561222
22,22,22,01-23,0.655716849711381,-1.035882165622474,-0.5875633236817842
23,23,23,01-24,0.6685527151829131,-0.9831978865663988,-0.8266978688744236
24,24,24,01-25,0.8265037542604518,-0.3348943780562881,-0.968309679731424
25,25,25,01-26,0.5185825459576782,-1.5987442447821638,-0.8891982535189138
26,26,26,01-27,0.6621418306596258,-1.0095110969977656,-0.8831221009653829
27,27,27,01-28,0.81722960283528,-0.3729597490883922,-0.6252611537456815
28,28,28,01-29,0.6645991210255938,-0.9994252503012898,-0.4510808647058918
29,29,29,01-30,1.0455002777016345,0.5639677967518114,-0.2861920047285134
30,30,30,01-31,1.0811248440387902,0.7101873561824498,-0.4050666741307257
31,31,31,02-01,0.7596211930468277,-0.6094110849178939,-0.5500974674490267
32,32,32,02-02,0.4883678747367681,-1.7227591134110405,-0.2161478473873028
33,33,33,02-03,0.6052199727577521,-1.243144508998197,-0.4244253388149634
34,34,34,02-04,1.1527750028083703,1.004272470069053,-0.4860841897041317
35,35,35,02-05,0.7410350472443873,-0.685697151814152,-0.3842497741682411
36,36,36,02-06,0.9909903983191962,0.3402342508474399,-0.14030511317365624
37,37,37,02-07,0.908485280961881,0.0015954082974499381,-0.014127417361797569
38,38,38,02-08,0.8449722630430669,-0.2590911474435313,-0.4225921685906567
39,39,39,02-09,0.7896696747903164,-0.486078334127045,-0.5125536478219167
40,40,40,02-10,0.5556710442188225,-1.4465160373041015,-0.619908294885357
41,41,41,02-11,0.6095271136761861,-1.2254660272017115,-0.6296743171961223
42,42,42,02-12,0.8340566983078375,-0.3038936315332028,-0.6750433962183967
43,43,43,02-13,0.8942090660280628,-0.057000725567141336,-0.8124635419524001
44,44,44,02-14,0.7786506120309244,-0.5313056215771771,-0.5668881404912685
45,45,45,02-15,0.5887854791262654,-1.3105992085310658,-0.4780033956780705
46,46,46,02-16,0.9146592896023302,0.02693637146268806,-0.3931683933190002
47,47,47,02-17,0.7394610500232313,-0.6921575583225239,-0.6126976349118468
48,48,48,02-18,0.9580706201533796,0.2051163826212192,-0.3540021594830199
49,49,49,02-19,0.573295746612146,-1.3741761751242207,-0.35386916695201204
50,50,50,02-20,1.1568181086950626,1.0208672309957842,-0.4430035496568691
51,51,51,02-21,0.5889798909243184,-1.3098012533450187,-0.3631833993580577
52,52,52,02-22,0.7843604263604302,-0.5078699247664538,-0.08307226075270213
53,53,53,02-23,0.8561441360796066,-0.2132366565296559,0.40390572858043255
54,54,54,02-24,1.3675440672576844,1.8857832142533528,0.2095869250826118
55,55,55,02-25,1.2851723144236824,1.5476917608745877,0.2827637690140445
56,56,56,02-26,0.8727580363195067,-0.1450455899911399,0.14760903733900452
57,57,57,02-27,0.695951626079175,-0.8707401897564229,0.108430429337998
58,58,58,02-28,0.5867878694568402,-1.3187983148166935,-0.334698626682552
59,59,59,02-29,0.7988718699683949,-0.44830830453569503,-0.5809467244898364
60,60,60,03-01,0.719766963554383,-0.7729911218699477,-0.6044156300597792
61,61,61,03-02,0.9252007047473976,0.07020317403088093,-0.644792674708815
62,62,62,03-03,0.8384506049501704,-0.28585902341079616,-0.7268320320632325
63,63,63,03-04,0.636927455392344,-1.1130024576506377,-0.7300560511014003
64,64,64,03-05,0.4668606911897029,-1.8110344589432,-0.6578566880713222
65,65,65,03-06,0.7941589185461083,-0.4676524187647009,-0.9229930095630712
66,66,66,03-07,0.8253097927537352,-0.3397949436894802,-1.0800829210465122
67,67,67,03-08,0.5376178187032296,-1.5206147549196134,-1.0484556680773809
68,68,68,03-09,0.6088126552395738,-1.2283984923114404,-0.6701217066028012
69,69,69,03-10,0.6831609624216942,-0.9232389398358504,-0.5301519875163601
70,70,70,03-11,1.0199187099923208,0.4589693099042792,-0.6136370683185813
71,71,71,03-12,0.9987701441114544,0.37216589575394665,-0.3767364122627754
72,72,72,03-13,0.7032692199008662,-0.8407054285028078,-0.3736815307307296
73,73,73,03-14,0.8839251049447469,-0.09921081858477747,-0.4044600053645426
74,74,74,03-15,0.6132783572378954,-1.210069203119166,-0.15466219620738994
75,75,75,03-16,0.6381682207275629,-1.107909787638728,-0.5336332591939813
76,76,76,03-17,1.3850793762334133,1.9577561648471948,-0.5035885434916267
77,77,77,03-18,0.4447807944321793,-1.9016604821656016,-0.4164239523170852
78,78,78,03-19,0.7471893344923991,-0.6604371342886808,-0.06982884943691374
79,79,79,03-20,1.0113444778100378,0.4237767284624717,0.18453116353620214
80,80,80,03-21,1.119939721125199,0.8695014141618626,-0.09381668885166844
81,81,81,03-22,1.0099980302673328,0.4182502901999672,0.4136388760033391
82,82,82,03-23,0.9781835448901236,0.2876690505199716,0.6548750264445237
83,83,83,03-24,1.1865919927586897,1.1430729069644432,0.5560047947739596
84,84,84,03-25,1.0998343545338691,0.7869797683584273,0.5575867910971121
85,85,85,03-26,0.8668135077825108,-0.16944466156091315,0.4237552466388641
86,86,86,03-27,1.1222523227981378,0.8789933921007772,0.2084339989889872
87,87,87,03-28,0.8143597414314884,-0.3847389765495204,-0.08116118487628604
88,88,88,03-29,0.6634215759481678,-1.0042584353792896,-0.2596889107364287
89,89,89,03-30,0.7632545318047139,-0.5944981962271961,-0.1124358243533738
90,90,90,03-31,0.8388580732063426,-0.28418658680242875,0.03862570154368256
91,91,91,04-01,1.0820717412759242,0.7140738567374162,-0.03911744538619807
92,92,92,04-02,1.343077828138186,1.7853625474831154,0.2643115147668573
93,93,93,04-03,0.7007128706907829,-0.8511978581288041,0.3254322723853149
94,94,94,04-04,1.1069815960307494,0.8163153255390423,0.3310728101008961
95,95,95,04-05,0.8526023793635973,-0.2277736505164501,0.2917266634640447
96,96,96,04-06,0.8471035518881987,-0.25034336050894124,-0.14096739685768064
97,97,97,04-07,1.0245545630091866,0.4779969769163073,-0.271962407365873
98,98,98,04-08,0.7105548613485054,-0.8108018144472365,-0.5072405260192746
99,99,99,04-09,0.5092210979133165,-1.637167921177958,-0.4903404855134662
100,100,100,04-10,0.7630461754227306,-0.5953533863813677,-0.439022358726084
101,101,101,04-11,0.8773072799847234,-0.12637340748159928,-0.7910160047279945
102,102,102,04-12,0.9221216692654252,0.057565400215351614,-0.7589609198448549
103,103,103,04-13,0.5100014741715441,-1.6339648990951556,-0.6429246053038905
104,104,104,04-14,0.7574137837379248,-0.6184713051483992,-0.4719330262613832
105,105,105,04-15,0.67884587592441,-0.9409500339321712,-0.4912535738597778
106,106,106,04-16,1.0130059294151947,0.4305960878736766,-0.2638620842233124
107,107,107,04-17,0.8490640217392755,-0.2422966930719677,0.023239801366060082
108,108,108,04-18,1.2545282189200204,1.4219143380341441,0.1326512117103054
109,109,109,04-19,0.9296941695343496,0.08864641444107937,0.17380892524309322
110,110,110,04-20,0.9173541115994358,0.03799715691707264,0.10513962924351827
111,111,111,04-21,0.7390112478518223,-0.6940037527354442,0.08734663420956883
112,112,112,04-22,0.9126234402247624,0.018580311876226958,-0.3399176211145689
113,113,113,04-23,0.8230537779227101,-0.3490546632756644,-0.6452769292161931
114,114,114,04-24,0.6299426764703225,-1.1416711939106825,-0.3399475184870053
115,115,115,04-25,0.4833123186864988,-1.7435094341686654,-0.3636092007248138
116,116,116,04-26,1.3636922577227557,1.8699736212922,-0.5658166087246622
117,117,117,04-27,0.7044220107424312,-0.8359738461622954,-0.8374191302004202
118,118,118,04-28,0.6170316090824165,-1.1946641361228634,-0.7391509566070008
119,119,119,04-29,0.4260184395044568,-1.978669792130212,-0.6550484059052775
120,120,120,04-30,0.7735935429881036,-0.5520621523501669,-0.9128598907735148
121,121,121,05-01,0.6062555244353358,-1.2388941299583252,-0.6797804701817481
122,122,122,05-02,0.9868170005027692,0.3231047120827738,-0.6715673112397166
123,123,123,05-03,1.0451433196984763,0.5625026773883066,-0.3496217557985779
124,124,124,05-04,0.6290378096225078,-1.145385182470674,-0.2925821198313109
125,125,125,05-05,0.8966464802983785,-0.04699645948338031,-0.13289306214888952
126,126,126,05-06,0.8569755051527632,-0.20982433654656515,-0.1590131372051454
127,127,127,05-07,0.839692970870424,-0.2807597838637969,-0.2120349897670276
128,128,128,05-08,0.948634023470296,0.16638426174523846,0.2495746135088625
129,129,129,05-09,0.967634653500955,0.24437156201701346,0.2221564049995232
130,130,130,05-10,1.303830238124012,1.6242724371846669,0.21362871611443635
131,131,131,05-11,0.8565658594146749,-0.21150571053941689,0.4258119667576911
132,132,132,05-12,0.8445095168989752,-0.2609904698570856,0.32943666733072463
133,133,133,05-13,1.1498677375408026,0.9923397199957316,0.1986463742609376
134,134,134,05-14,0.8077502076086622,-0.4118675348165598,-0.3682843564124616
135,135,135,05-15,0.7764421417796663,-0.5403701964017087,-0.33881271645690897
136,136,136,05-16,0.4750767593654899,-1.7773119468557277,0.0919362072502768
137,137,137,05-17,0.8996482375896439,-0.034675870806101385,0.1126577769661348
138,138,138,05-18,1.4741890344827089,2.3235030723860293,0.19240347058834986
139,139,139,05-19,1.1801590448526438,1.1166691382908798,-0.019066397823837528
140,140,140,05-20,0.92432445103858,0.0666066269167305,0.2414609755573985
141,141,141,05-21,0.4673102150431529,-1.809189406874833,0.3875663617029532
142,142,142,05-22,0.8559221701356183,-0.21414770656831195,0.26217524751676563
143,143,143,05-23,1.1132287342574834,0.8419564460672275,0.19318497558237635
144,144,144,05-24,1.2908891770842994,1.5711563872689034,0.28017543549068674
145,145,145,05-25,1.0793073450370276,0.702727506684544,0.6681354335487241
146,146,146,05-26,1.0514892744768567,0.5885493863665926,0.7401274496586218
147,147,147,05-27,1.0344398141528068,0.5185705814733915,0.9936367362209
148,148,148,05-28,0.9611618944367673,0.2178043900910744,0.9649334027101338
149,149,149,05-29,1.483814930716664,2.363012165440896,0.8630019375296613
150,150,150,05-30,1.2489299284283693,1.3989363862043072,0.9340652162331248
151,151,151,05-31,0.9303013875315504,0.09113871560170936,0.8934893486262285
152,152,152,06-01,1.1553713472788156,1.0149290585873738,0.7720284398968283
153,153,153,06-02,0.9751249991084396,0.2751153758320136,0.20920789895945446
154,154,154,06-03,0.7836073093764429,-0.5109610622853269,-0.1994056593296888
155,155,155,06-04,0.6610698298036016,-1.0139110801833475,-0.2534530442552393
156,156,156,06-05,0.6516084399675304,-1.052744963530552,-0.4129706623794621
157,157,157,06-06,0.8512935725527306,-0.2331455939515943,-0.37405714113099947
158,158,158,06-07,0.9221845154648208,0.05782334984203776,-0.1211743907309691
159,159,159,06-08,1.0320097547947311,0.5085965033227885,0.07230280131014881
160,160,160,06-09,1.1532776196507026,1.0063354401148554,0.413012123460413
161,161,161,06-10,0.943899613565808,0.14695207206335992,0.5772354577075866
162,162,162,06-11,1.1496658228193968,0.9915109693710332,0.9472649051220418
163,163,163,06-12,1.0913593375342985,0.7521944115314471,1.393726532871305
164,164,164,06-13,1.4631027885377403,2.278000034328769,1.2942622085321165
165,165,165,06-14,1.6846584949501668,3.1873662698183702,1.9526947986956176
166,166,166,06-15,1.007878190146225,0.4095494940797213,2.310898556735052
167,167,167,06-16,1.9064127921649483,4.097547613044369,2.793962955655338
168,168,168,06-17,1.673297008285291,3.1407335176076416,2.649168475635015
169,169,169,06-18,1.797514921293282,3.6505808050531616,2.256240950355988
170,170,170,06-19,1.2514386071317694,1.4092331542068313,2.3823014016374167
171,171,171,06-20,1.1102672406814558,0.8298011181442099,2.119031402044954
172,172,172,06-21,1.192156501200664,1.165912201768292,1.5413466372057905
173,173,173,06-22,1.5215581420106914,2.5179276154895947,0.748568243109216
174,174,174,06-23,0.8288230142268149,-0.325375071427338,0.5322036482368925
175,175,175,06-24,0.6386116965347187,-1.1060895595262852,0.5283487130905528
176,176,176,06-25,0.935151447203732,0.11104558497288927,0.2787331300019409
177,177,177,06-26,1.1046320003600805,0.8066715072661719,-0.17773968872083512
178,178,178,06-27,0.8272622175704496,-0.33178129676337925,0.01505419034310355
179,179,179,06-28,0.8542747932568482,-0.2209092968470618,0.5282857939142018
180,180,180,06-29,1.1106539140402796,0.8313882029562941,0.4606070740568587
181,181,181,06-30,1.3888664522844054,1.9733000619003045,0.2406227020791405
182,182,182,07-01,0.8362170069184536,-0.2950267341711696,0.16241275385356013
183,183,183,07-02,0.7830533599986875,-0.5132347246001374,0.13277576758783674
184,184,184,07-03,0.7129329650558004,-0.8010409861168614,-0.17159348619175274
185,185,185,07-04,0.8109507077226906,-0.398731214441402,-0.3547152516603533
186,186,186,07-05,0.6657193492878066,-0.9948273197212432,-0.6482419154194298
187,187,187,07-06,1.121174489302894,0.8745694690887017,-0.235166757123779
188,188,188,07-07,0.4071324106225843,-2.0561867167256285,-0.13703624376484327
189,189,189,07-08,1.3868969266009423,1.9652162251737668,-0.09352393791266302
190,190,190,07-09,0.8563825964101967,-0.21225790596324706,-0.02142553026081461
191,191,191,07-10,0.8745580814153568,-0.13765737932832034,-0.10075361593509928
192,192,192,07-11,0.7711145993978974,-0.5622368738101529,0.15925825773489766
193,193,193,07-12,1.0052107155844934,0.3986009550429937,-0.06549892756893794
194,194,194,07-13,0.7872242510606178,-0.4961154747056468,0.019450020897386747
195,195,195,07-14,1.0583412687072904,0.6166731133507534,-0.02952134163613849
196,196,196,07-15,0.980563087516618,0.2974357848347011,0.4357304434444999
197,197,197,07-16,0.8029705225419883,-0.4314855545294718,0.4849224136002522
198,198,198,07-17,1.4512312600809432,2.2292738366736766,0.8074728554012499
199,199,199,07-18,1.0771207641809788,0.6937527759775075,0.718247969759208
200,200,200,07-19,1.2587365298184814,1.4391871761003392,0.6118332234822993
201,201,201,07-20,0.9279101060150842,0.08132379949850246,0.7961315604594176
202,202,202,07-21,0.8250033579118392,-0.3410526928267516,0.3978120413651829
203,203,203,07-22,1.072382427092965,0.6743044673332385,0.09231008029160266
204,204,204,07-23,0.86895785480149,-0.1606432778917307,-0.19619258796484004
205,205,205,07-24,0.6305303796616095,-1.1392589904639745,-0.09431987099146344
206,206,206,07-25,0.8369961354238379,-0.291828833438317,-0.20434009853368426
207,207,207,07-26,1.076830183926517,0.6925601013387619,-0.25556834294705205
208,208,208,07-27,0.6641730458892104,-1.0011740580800763,-0.2142355759217789
209,209,209,07-28,0.997495702011328,0.3669350008530316,-0.05105979962097895
210,210,210,07-29,0.929379124289251,0.08735332425990829,0.11658675337884045
211,211,211,07-30,0.8690647983158629,-0.16020433265917464,0.12949350592247486
212,212,212,07-31,1.0820660469374463,0.7140504845605995,0.331949376844581
213,213,213,08-01,1.0956975966301945,0.7700006166005683,0.22144462280020547
214,214,214,08-02,0.960128086326842,0.21356116745256049,0.3167553692124177
215,215,215,08-03,0.8359570970659742,-0.29609352341322165,0.6531015618696022
216,216,216,08-04,1.0687067500088323,0.6592178027331819,0.641199631314464
217,217,217,08-05,1.3607440496782457,1.8578728232839328,0.5914493707258727
218,218,218,08-06,1.0646675080722183,0.6426389012297704,0.32046621821969523
219,219,219,08-07,1.0229714251577744,0.4714990530690205,0.3296326774513318
220,220,220,08-08,0.5639981569125515,-1.4123377475845045,0.4045624983022633
221,221,221,08-09,0.8493568557403601,-0.2410947680234024,0.12161993629819755
222,222,222,08-10,1.1782410305358415,1.1087967278387714,0.276644835440139
223,223,223,08-11,0.9471315572469536,0.16021745125953796,0.3743172638168768
224,224,224,08-12,1.291286771250046,1.5727882960814192,0.5558373533970037
225,225,225,08-13,1.1657514164626488,1.057533623329447,0.5871658634359069
226,226,226,08-14,0.8293487501418194,-0.3232172101037427,0.38035603107579824
227,227,227,08-15,0.8951536529050205,-0.053123707789983016,0.3316297960106792
228,228,228,08-16,0.8759212607002482,-0.13206226632188076,-0.054114531696567325
229,229,229,08-17,0.8759023318192596,-0.13213995913117646,-0.2512513194218878
230,230,230,08-18,0.7273960943078657,-0.7416776701620598,-0.4619430072498021
231,231,231,08-19,0.8775719444756922,-0.12528710302247564,-0.5542274325475905
232,232,232,08-20,0.5213543871876618,-1.5873673370712291,-0.2956115092718893
233,233,233,08-21,0.7602499788531145,-0.6068302595767134,-0.3520611411752761
234,234,234,08-22,1.2539724660432805,1.4196332733323271,-0.09365612913982516
235,235,235,08-23,0.7933828523071835,-0.4708377505514973,-0.2779858459043543
236,236,236,08-24,1.105138984340738,0.8087524020506458,-0.3270284371814575
237,237,237,08-25,0.6081141681690101,-1.2312654036096506,-0.2457989183649064
238,238,238,08-26,0.4496627043608119,-1.8816228847338483,-0.5040323453546298
239,239,239,08-27,0.8789933149519285,-0.11945314667740665,-0.5409176744531722
240,240,240,08-28,0.8764804033087992,-0.12976728860601322,-0.6064345153994216
241,241,241,08-29,0.7394629584794837,-0.6921497251427515,-0.3008463229742456
242,242,242,08-30,1.0093648325550717,0.4156513563731497,0.17274943345347005
243,243,243,08-31,1.0548306078283576,0.6022637509414054,0.3459066836548324
244,244,244,09-01,1.1419767904195082,0.9599516538324456,0.34832022610553914
245,245,245,09-02,1.132118901046343,0.9194903545307674,0.37404820104781217
246,246,246,09-03,0.8800085798459552,-0.11528603390177275,0.4900925605418536
247,247,247,09-04,0.7770727537881531,-0.5377818754891129,0.18126939646637372
248,248,248,09-05,1.1790013708791771,1.1119175133373984,0.12716764064858632
249,249,249,09-06,0.6033852059451947,-1.250675233511474,-0.0903161694478288
250,250,250,09-07,1.062889494714655,0.6353411189257209,-0.15760249560946182
251,251,251,09-08,0.8141956443956185,-0.3854125060477233,-0.19685646108460228
252,252,252,09-09,0.7816477504495705,-0.5190039908715709,-0.14806071314515382
253,253,253,09-10,0.7196903282421816,-0.7733056683399556,0.3587863278990209
254,254,254,09-11,1.2503322119598994,1.4046920009740893,0.4656151581510674
255,255,255,09-12,1.3443068489912284,1.7904070127535745,0.5986337060422624
256,256,256,09-13,1.2190545425996508,1.2763141004379999,0.8954535534088516
257,257,257,09-14,1.008645474577328,0.41269878129944615,1.1845105483884766
258,258,258,09-15,1.215546404659843,1.2619150933279641,0.7575310196239678
259,259,259,09-16,1.142241051263147,0.9610363015377948,0.5303278272222886
260,260,260,09-17,0.6261628898948455,-1.1571851716129642,0.3912535506154062
261,261,261,09-18,1.0121755569297155,0.4271878583434981,0.4338718102219872
262,262,262,09-19,1.0157522971791653,0.4418684407967056,0.3101102210103668
263,263,263,09-20,1.0709459091747515,0.6684083389389323,0.16326081765257205
264,264,264,09-21,1.034628627502158,0.5193455580582416,0.2780096138870156
265,265,265,09-22,0.9275729316820678,0.0799398813910263,0.29011467909345096
266,266,266,09-23,0.7939055415406473,-0.468692394206303,0.4648383150067022
267,267,267,09-24,1.0298710430934592,0.4998182495821108,0.3689245474782705
268,268,268,09-25,1.2711676649657164,1.4902102562762132,0.03252611443734369
269,269,269,09-26,0.9307367721508912,0.09292573376834233,-0.2992523572219408
270,270,270,09-27,0.5428730098441839,-1.4990450401873194,-0.4218335334501366
271,271,271,09-28,0.4425708887724907,-1.9107309485646808,-0.6816109996578535
272,272,272,09-29,0.6147133215162348,-1.2041794515754771,-1.086950341877034
273,273,273,09-30,0.6501218653288365,-1.0588465476641915,-1.467966258613061
274,274,274,10-01,0.6786325071999271,-0.9418257970388688,-1.365766672464594
275,275,275,10-02,0.3737582042713885,-2.193169766647821,-1.1158283834549498
276,276,276,10-03,0.6922709132663866,-0.8858475232965175,-1.004349532268196
277,277,277,10-04,0.8079369119648805,-0.41110121450681497,-1.041551787554568
278,278,278,10-05,0.777675885953846,-0.5353063444549548,-0.8977984675359698
279,279,279,10-06,0.5957386808970776,-1.2820600793824228,-0.6474607172045476
280,280,280,10-07,0.8887746949536068,-0.07930587692728003,-0.3752470138586834
281,281,281,10-08,0.739708169984692,-0.6911432646592878,-0.3066314375251393
282,282,282,10-09,1.0901996925824424,0.7474346967786678,-0.10003132442970446
283,283,283,10-10,0.9082408724079862,0.0005922434944500883,0.08030008354254296
284,284,284,10-11,1.0796890829388996,0.7042943341176541,0.29796253904536313
285,285,285,10-12,0.8593516297116631,-0.2000716315489384,0.5981046172751133
286,286,286,10-13,1.2069590999140138,1.2266688560896408,0.7196636811237904
287,287,287,10-14,1.1784633441119805,1.1097092047192134,0.8156541955725194
288,288,288,10-15,1.2678977632436654,1.4767890798707304,0.7885577445472517
289,289,289,10-16,1.0485621999936547,0.5765353301868248,1.044168741180184
290,290,290,10-17,1.0400788151685727,0.5417156279660483,0.9835244738397244
291,291,291,10-18,1.233010158359165,1.3335943482486552,0.9329267636658082
292,292,292,10-19,1.118307797724997,0.8628032520468846,0.9366929782679746
293,293,293,10-20,1.1044983497042145,0.8061229436757159,1.0177026044707151
294,294,294,10-21,1.2734033096612836,1.4993863674837289,1.1617466689603602
295,295,295,10-22,1.1669840915864842,1.0625930874032679,1.2143006867044392
296,296,296,10-23,1.2506460204398666,1.4059800149039188,1.218264919255147
297,297,297,10-24,1.3098349319543603,1.6489184547131297,0.9555519825207208
298,298,298,10-25,1.1241028117174552,0.8865886473511303,0.7786074273460768
299,299,299,10-26,0.7204580279264363,-0.7701546767308398,0.6090750386244067
300,300,300,10-27,1.014741346718857,0.4377190364358646,0.4070036115565247
301,301,301,10-28,0.9191574183905542,0.045398755073247206,0.16065043779275934
302,302,302,10-29,0.9552529696146118,0.19355145249662672,0.07990713082517999
303,303,303,10-30,0.949709719624778,0.17079941213053754,0.15028441798180808
304,304,304,10-31,1.0060702322233683,0.4021288055456543,-0.1702509524287464
305,305,305,11-01,0.8233373011797387,-0.3478909537910713,-0.05808410865920266
306,306,306,11-02,0.5461747495662099,-1.4854931860274625,-0.3253611029696541
307,307,307,11-03,1.083125707541077,0.7183998176905096,-0.3989175651805275
308,308,308,11-04,0.5645407946654727,-1.4101105133660816,-0.23457535517955805
309,309,309,11-05,0.8421830490030906,-0.2705393611347033,-0.3416058496018369
310,310,310,11-06,1.2463097727460526,1.3881820655514712,-0.13236135543286154
311,311,311,11-07,0.6668774555821145,-0.9900739203247448,-0.08803374132303697
312,312,312,11-08,0.8520535687433379,-0.2300262210136097,-0.061765837950588535
313,313,313,11-09,1.1479249191748275,0.9843655023494567,-0.0018922347285006233
314,314,314,11-10,0.6029398708167186,-1.2525030931313914,-0.24152879048039044
315,315,315,11-11,0.9297077751670326,0.08870225819782424,-0.2500354660368992
316,316,316,11-12,0.8960030801079714,-0.049637268959867684,-0.07536940478117182
317,317,317,11-13,0.6544421851360183,-1.0411139736637969,-0.33737700485207983
318,318,318,11-14,1.107384772459872,0.8179701465207545,-0.04136810052489907
319,319,319,11-15,0.7649156761196513,-0.5876800980759909,0.06640730902924118
320,320,320,11-16,1.0356530682707723,0.5235503328316929,-0.020445486766852632
321,321,321,11-17,1.0872565562791892,0.7353547155226657,0.20598909827221915
322,322,322,11-18,0.7690394975016464,-0.5707540437364306,-0.11138313392142414
323,323,323,11-19,0.9854499077893182,0.3174935365706336,0.2007839782174224
324,324,324,11-20,0.6434421296269094,-1.0862632466411053,0.08927249968106164
325,325,325,11-21,1.221249344664618,1.2853225747570878,-0.06444172222036572
326,326,326,11-22,0.872642808359929,-0.14551853838647125,0.1083808235597128
327,327,327,11-23,0.8625532737738424,-0.1869306158858984,0.01576093075674952
328,328,328,11-24,1.0216758043270304,0.4661812309440406,0.36516242174770897
329,329,329,11-25,0.8500558389733219,-0.2382258202471461,0.4165070266717707
330,330,330,11-26,1.1542059416330503,1.0101456993046518,0.2711642351764201
331,331,331,11-27,1.2963061684422863,1.5933902043014578,0.43586085632970334
332,332,332,11-28,0.6601770915673817,-1.0175752873585746,0.5896039310526682
333,333,333,11-29,1.1033109013563724,0.8012491110338009,0.7454636948125559
334,334,334,11-30,1.246421264606358,1.3886396792818296,0.5914504027704823
335,335,335,12-01,1.0778955280673692,0.6969327623121796,0.1882381971567128
336,336,336,12-02,0.9290654709386652,0.08606594705221038,0.28925831475380664
337,337,337,12-03,0.706880512007347,-0.8258830293811593,0.12957621062002594
338,338,338,12-04,0.8078508184506346,-0.4114545817760116,-0.07680525184634758
339,339,339,12-05,0.8698836197920771,-0.156843513768883,-0.4687028770254508
340,340,340,12-06,0.9447276965630128,0.1503509044835885,-0.4805314934460103
341,341,341,12-07,0.5050098074457255,-1.6544529887624402,-0.2336299484925205
342,342,342,12-08,0.9117741045034841,0.015094248528853868,0.018204288279145192
343,343,343,12-09,1.0678073470159386,0.6555262403397786,0.020778996618202608
344,344,344,12-10,1.1759883853578152,1.0995508388539827,-0.16005833769076827
345,345,345,12-11,0.8736473926435643,-0.1413952637345385,-0.0616963691301112
346,346,346,12-12,0.6803751720139155,-0.9346731013702368,0.07362792722521433
347,347,347,12-13,0.6487977857854325,-1.0642811773984977,0.06707935670644713
348,348,348,12-14,1.1095945352848833,0.827040026660807,-0.02361716366106396
349,349,349,12-15,1.058234483340199,0.6162348172271752,0.04986484071080525
350,350,350,12-16,1.043405950328077,0.5553717166489163,0.0790263100773993
351,351,351,12-17,0.9810652189395572,0.2994967624966768,0.08974276432865176
352,352,352,12-18,0.7230041350877087,-0.7597042851706725,-0.1829613156548948
353,353,353,12-19,0.6644633658292817,-0.9999824518909828,-0.2737150734174473
354,354,354,12-20,0.7109489111721122,-0.8091844532404725,-0.4480091172508504
355,355,355,12-21,0.9255683772591504,0.0717122706518603,-0.4825946435338923
356,356,356,12-22,0.78861857095591,-0.4903925463515024,-0.3433958782825865
357,357,357,12-23,0.9305072342141224,0.09198360479842553,-0.3562593403367931
358,358,358,12-24,0.9264883611127902,0.07548830633716233,-0.2954282541318482
359,359,359,12-25,0.6456592362425166,-1.0771632242162223,-0.5040139487100138
360,360,360,12-26,0.7998733098356421,-0.4441979360108032,-0.4008319383469138
361,361,361,12-27,0.6206526077513177,-1.179801896817133,-0.5426017139098341
362,362,362,12-28,0.9394526065922312,0.12869951582709754,-0.5437755367707754
363,363,363,12-29,0.7232646412062816,-0.7586350485790959,
364,364,364,12-30,0.9247724375848912,0.0684453691715142,
365,365,365,12-31,,,
