,unnamed: 0,unnamed: 0,mth_day,kidnapping,kidnapping_norm,kidnapping_ravg
0,0,0,01-01,,,
1,1,1,01-02,3.0431709786399272,-0.9061663835893224,
2,2,2,01-03,2.9893268882640656,-1.0199934022305983,
3,3,3,01-04,3.596675138506765,0.2639476973318228,
4,4,4,01-05,2.448870293526252,-2.162524782268557,-1.2851362064705871
5,5,5,01-06,2.6398911203098163,-1.7587045847429923,-1.277502657473364
6,6,6,01-07,2.4654969775806137,-2.127375783323876,-1.4216885826690842
7,7,7,01-08,3.0648365642101014,-0.8603650896059831,-1.3955138287659212
8,8,8,01-09,2.5800975112758664,-1.8851089534049208,-0.8956522729854846
9,9,9,01-10,3.6709644855291654,0.42099622075079945,-0.7817044694001046
10,10,10,01-11,3.867580426118664,0.8366445524140635,-0.5252762046221781
11,11,11,01-12,2.9632984751339526,-1.0750177632307132,-0.3517014630519621
12,12,12,01-13,3.1932932510018324,-0.5888061946563163,0.06649352990079267
13,13,13,01-14,3.5574774600343453,0.1810833598153128,0.1044111275549038
14,14,14,01-15,3.767021104499928,0.6240610043116078,-0.2817518553027717
15,15,15,01-16,3.7785824436885216,0.6485018066754661,-0.004597564870310268
16,16,16,01-17,2.771570280355548,-1.4803333447319895,-0.03171064545684469
17,17,17,01-18,3.7499194816526185,0.5879079793640557,-0.1884697000971081
18,18,18,01-19,3.1163407394331952,-0.7514846781755229,-0.4359949001076788
19,19,19,01-20,3.112562949962608,-0.7594709680262677,-0.576455375972389
20,20,20,01-21,3.0644935640919013,-0.8610901957518161,-0.6977938626847924
21,21,21,01-22,3.3799266598347484,-0.19426104851279613,-1.1152844823880728
22,22,22,01-23,2.4271866433632083,-2.2083642650064093,-1.0793214049997948
23,23,23,01-24,2.5649950449041863,-1.9170357388556265,-1.1417864347755902
24,24,24,01-25,3.218411366189629,-0.5357062138458542,-1.3290995466298228
25,25,25,01-26,2.9352743194392126,-1.1342611466810395,-1.4216245586332368
26,26,26,01-27,2.5328603414886746,-1.9849688668772127,-0.7191980279056157
27,27,27,01-28,3.11732160343562,-0.7494111205332801,-0.4116201896434328
28,28,28,01-29,4.420817929908357,2.0061949193593165,-0.0807785428727827
29,29,29,01-30,3.4379643514197307,-0.07156870928252836,-0.07171207704984872
30,30,30,01-31,4.157408156659449,1.4493436667780466,0.1017168481372856
31,31,31,02-01,2.961006818330264,-1.0798623517434356,0.18813241798576474
32,32,32,02-02,3.0250873803603615,-0.9443953157544066,-0.08791909180477002
33,33,33,02-03,3.362586803649648,-0.23091770144240525,-0.05940170678730115
34,34,34,02-04,3.6373268421694713,0.34988586061610794,-0.523283019537685
35,35,35,02-05,3.51890256843495,0.09953560082228488,-0.3713527824851474
36,36,36,02-06,2.8408173704532094,-1.3339442097242564,-0.3785699878896032
37,37,37,02-07,3.3922161487158955,-0.1682809294282103,-0.3239039080202828
38,38,38,02-08,3.0046034637280536,-0.9876985481811414,-0.20463288035050364
39,39,39,02-09,3.517740406728051,0.09707877777351706,-0.041816398323983005
40,40,40,02-10,3.9758426042301,1.0655120266347828,0.2362234395532279
41,41,41,02-11,3.9810093060563903,1.0764344929814087,0.16643041883219875
42,42,42,02-12,3.629951743159431,0.33429481753900897,0.5304550905785347
43,43,43,02-13,3.1941291693590577,-0.587039053754385,0.4295647676611123
44,44,44,02-14,4.037780519150578,1.196449482296874,0.16991049076606565
45,45,45,02-15,3.23139287359962,-0.5082631597310172,0.025084116563718815
46,46,46,02-16,3.2388902434372926,-0.4924136347354969,-0.0950397772280171
47,47,47,02-17,3.5699622027705744,0.2074762477673278,-0.2115884382739372
48,48,48,02-18,3.2890153712419887,-0.3864485452114065,-0.5286952706638705
49,49,49,02-19,2.8633400449428668,-1.2863310200299056,-0.6561037600026239
50,50,50,02-20,3.1377659630731904,-0.7061915120427257,-0.706061020006102
51,51,51,02-21,2.869781317934038,-1.2727140957635383,-0.6498125483923185
52,52,52,02-22,3.0971012417749613,-0.7921571947563657,-0.6173883732142921
53,53,53,02-23,3.7296069598007855,0.5449670774500289,-0.4001841726956714
54,54,54,02-24,3.3810418640459736,-0.19190349414324787,-0.007487154672599361
55,55,55,02-25,3.4798103386750685,0.016894183081818143,0.3833664524000793
56,56,56,02-26,4.252321047507155,1.6499905960957066,0.4390541217683374
57,57,57,02-27,3.979104422105444,1.072407546672534,0.07570756026838704
58,58,58,02-28,3.2551543264332783,-0.4580311785468181,-0.1097825590581034
59,59,59,02-29,2.698354521037488,-1.6351122915496732,-0.22831079308595084
60,60,60,03-01,2.8545826700129378,-1.3048442101021906,-0.6972940657518434
61,61,61,03-02,3.1434027780835225,-0.6942752210852665,-0.9966824809548216
62,62,62,03-03,2.921249847385284,-1.1639090398996483,-0.8959427810853021
63,63,63,03-04,3.129378386331215,-0.7239229445453348,-0.6330466234454074
64,64,64,03-05,3.5410743603035826,0.14640702067029734,-0.5000846001296928
65,65,65,03-06,3.444508007638403,-0.057735345710305225,-0.5105312964285753
66,66,66,03-07,3.2319562998642617,-0.5070720702079026,-0.4327889497623048
67,67,67,03-08,3.113752900592543,-0.7569553988785619,-0.37965817769733134
68,68,68,03-09,3.1418986523823937,-0.6974549599020256,-0.1237650531906045
69,69,69,03-10,3.2801744693853503,-0.4051383121554938,-0.02215777149082901
70,70,70,03-11,4.267351795325789,1.6817657677106583,0.08346219858685637
71,71,71,03-12,3.7328904175790494,0.5519083444883478,0.2874282136627983
72,72,72,03-13,3.5317275465634945,0.12664775025820965,0.4448729074604144
73,73,73,03-14,3.6926504952294072,0.4668406915770896,0.22621294421478186
74,74,74,03-15,3.588759147714629,0.24721320288367105,-0.29953572383596744
75,75,75,03-16,2.6595724209551146,-1.7170980916292888,-0.7043272414337896
76,76,76,03-17,2.7751687019570497,-1.4727262405938373,-1.0251137749527588
77,77,77,03-18,2.5840086502927844,-1.8768407610985849,-1.2163342417240717
78,78,78,03-19,2.621269240179035,-1.7980714508556066,-1.345698216879498
79,79,79,03-20,3.14992739394199,-0.6804821090507861,-1.0840606157630777
80,80,80,03-21,3.2215975202138094,-0.5289706480488888,-0.8014062496172479
81,81,81,03-22,3.4021538647140765,-0.14727248493076595,-0.5724435524852891
82,82,82,03-23,3.57740005708994,0.22319995628114075,-0.4045084430607286
83,83,83,03-24,3.233851981211955,-0.5030645783068318,-0.08886848855718145
84,84,84,03-25,3.0979036974672267,-0.7904607943082435,0.2426057573050555
85,85,85,03-26,4.045778648207853,1.2133576179704966,0.2851582029756621
86,86,86,03-27,4.162389757304248,1.4598748271245328,0.33676767634531873
87,87,87,03-28,3.5229264769331188,0.1080421890928741,0.2109300467958525
88,88,88,03-29,3.7238783808589537,0.5328567964990802,0.2750266443825166
89,89,89,03-30,2.876698849432291,-1.2580903556036294,0.005309648288022125
90,90,90,03-31,3.2798230537556337,-0.4058812087882591,-0.050296589635342864
91,91,91,04-01,3.280266216082096,-0.40494435859647016,0.17399209156477105
92,92,92,04-02,4.004567791872135,1.1262373995843429,0.0938903167033855
93,93,93,04-03,4.159503987175095,1.4537742762935577,0.4224702412785173
94,94,94,04-04,3.4965330322912784,0.052246147330766886,0.8131345258104178
95,95,95,04-05,3.809276406098701,0.7133891918471617,1.030056578746395
96,96,96,04-06,4.388608821530943,1.9381044984031432,0.7514203222096002
97,97,97,04-07,3.8959357168152082,0.8965879590193921,0.17654861866479812
98,98,98,04-08,3.213740660069252,-0.545580139636425,-0.0733146956198181
99,99,99,04-09,2.527899593261848,-1.9954559449752547,-0.1190979443919233
100,100,100,04-10,2.7873694416141555,-1.4469337383769303,-0.8220934792134355
101,101,101,04-11,3.67933410870683,0.4386896992145304,-1.0497611227929131
102,102,102,04-12,2.393362584077579,-2.2798687105259297,-0.9094508642053204
103,103,103,04-13,3.249768014829506,-0.4694179024574733,-0.7713988985075536
104,104,104,04-14,3.6119700963260297,0.29628141188913115,-0.7736421970933597
105,105,105,04-15,2.919719528791658,-1.1671441507886549,-1.0833028004344107
106,106,106,04-16,2.7810024978127976,-1.4603935298917672,-0.7946963663534493
107,107,107,04-17,2.8004534855736543,-1.419273920831776,-0.9158276829316876
108,108,108,04-18,3.21248713491996,-0.5482301060401616,-0.9741855630797632
109,109,109,04-19,2.905972369382248,-1.1962058019269033,-1.0186320403659943
110,110,110,04-20,3.4463384030596362,-0.05386586899932142,-0.8486868517656679
111,111,111,04-21,2.79357126442761,-1.433823014506044,-0.6580362311676619
112,112,112,04-22,3.2633419741427514,-0.4407223982898077,-0.6768444486215307
113,113,113,04-23,3.341559245957897,-0.27537019724373885,-0.3968372942550677
114,114,114,04-24,3.1591055368169725,-0.6610794107633754,-0.5892216308650757
115,115,115,04-25,3.7006903918111616,0.4838371242718751,-0.3492072706529779
116,116,116,04-26,2.9003119992595896,-1.2081718886593698,-0.368168057276972
117,117,117,04-27,3.4747814932657666,0.006263146766542717,-0.2996167043893065
118,118,118,04-28,3.2095273532856137,-0.5544871180337718,-0.013897356604194241
119,119,119,04-29,3.5361221160566068,0.1359379200822535,0.12106953900596472
120,120,120,04-30,3.9700359416318713,1.0532366759472984,0.24027009833096724
121,121,121,05-01,4.083754262501753,1.2936384979328288,0.24008500279397346
122,122,122,05-02,3.2386277576319853,-0.4929685327093548,0.3442742087223525
123,123,123,05-03,3.4742561539777297,0.005152573544580058,0.4408446213711401
124,124,124,05-04,3.5052377964033403,0.07064811753650227,0.2344366902910624
125,125,125,05-05,3.8102088533724174,0.7153603959749792,0.03719327865027503
126,126,126,05-06,3.3842076860190926,-0.18521091053316752,0.04329584463589578
127,127,127,05-07,3.5239368021551987,0.11017802808810476,-0.10971404868760497
128,128,128,05-08,3.255948097831177,-0.4563531367956303,-0.11333655574260135
129,129,129,05-09,3.0399825365437763,-0.9129067863964244,-0.0497372633403075
130,130,130,05-10,3.4949563746679018,0.04891307520652388,0.2614061370423501
131,131,131,05-11,3.9907167550372447,1.0969561503887424,0.14616030407012984
132,132,132,05-12,4.267296792807748,1.6816494917627778,0.27911525355287364
133,133,133,05-13,3.19684537236627,-0.5812969697452167,0.467626087947137
134,134,134,05-14,3.633301650686387,0.34137656010083245,0.7386575185098172
135,135,135,05-15,3.5750151426041334,0.21815821996915585,0.7228868011186534
136,136,136,05-16,4.264199442760917,1.6751016585826048,0.8290402975895974
137,137,137,05-17,3.945956208237116,1.0023318460417596,0.9655589372020033
138,138,138,05-18,4.568582297387726,2.318570470588442,0.8164908217963281
139,139,139,05-19,3.58431341239879,0.2378148679292183,0.7549304198380092
140,140,140,05-20,3.21021561150841,-0.5530321323332182,0.3953487409983515
141,141,141,05-21,3.4002940322991604,-0.15120419178075706,0.2586338701901441
142,142,142,05-22,3.2436325170490066,-0.4823884144553417,0.021259558539583983
143,143,143,05-23,3.55793122362145,0.1820426211925154,0.3128170486568573
144,144,144,05-24,3.894865070564781,0.8943246006850809,0.6149444640833739
145,145,145,05-25,4.411813668578278,1.987159808632858,0.994078641231141
146,146,146,05-26,4.0677154945116785,1.2597323602258816,1.4535517068053043
147,147,147,05-27,4.476354978598233,2.1236008711058445,1.601945196311825
148,148,148,05-28,4.547711789089868,2.27444997898964,1.404584108494378
149,149,149,05-29,3.9791025354358767,1.0724035582316391,1.0621772907463616
150,150,150,05-30,3.334713620972084,-0.2898419262195989,0.8646157654275338
151,151,151,05-31,3.439992538926908,-0.06728109785524182,0.5194037750536084
152,152,152,06-01,3.5069951619735487,0.07436320831291493,0.2854823013684642
153,153,153,06-02,3.496572190799672,0.05232892886229197,0.2707557506052913
154,154,154,06-03,3.8837944281519614,0.8709211368787748,0.5646798914026485
155,155,155,06-04,3.9373055487617767,0.9840442536526016,0.5471722351256855
156,156,156,06-05,4.168930919623259,1.4737029185645447,0.5517602748211874
157,157,157,06-06,3.3903022015308006,-0.1723270355170203,0.543180130127993
158,158,158,06-07,3.5200169643695784,0.1018914464859268,0.44274657891681307
159,159,159,06-08,3.4722199715209983,0.0008480607031260503,0.4098476145951404
160,160,160,06-09,3.598743307280952,0.26831982961169554,0.18100791889565607
161,161,161,06-10,3.843931506499053,0.7866504677225651,0.2951715549964948
162,162,162,06-11,3.51943669212394,0.1006647443676393,0.52886119098596
163,163,163,06-12,3.7143221335237215,0.5126547810880118,0.5550353520409367
164,164,164,06-13,4.18327632213806,1.5040292624227178,0.5519046972652455
165,165,165,06-14,3.5465076359180427,0.15789302703298633,0.6028005863315707
166,166,166,06-15,3.5898578637005043,0.2495359009575485,0.9692069634183628
167,167,167,06-16,3.9883845309229033,1.092025802120516,1.3635088526675423
168,168,168,06-17,4.559373518247532,2.299103006888392,1.227879738347926
169,169,169,06-18,4.833432173312135,2.8784661165830907,1.2190188938763302
170,170,170,06-19,3.798332938245792,0.6902545765050171,1.2911812008885435
171,171,171,06-20,3.5213587328071583,0.10472796020341256,1.1514631037011531
172,172,172,06-21,3.794669365936617,0.6825097430308297,0.6028155307011074
173,173,173,06-22,3.5918357707831032,0.2537172189961689,0.2315064109405338
174,174,174,06-23,3.002198612443618,-0.9927824311118796,0.3141261565899472
175,175,175,06-24,3.7795803528699112,0.6506113980196494,0.4586563239029394
176,176,176,06-25,4.032824806943365,1.1859730504014971,0.4804750777679906
177,177,177,06-26,3.93156513988337,0.9719089640813656,0.6763399602386574
178,178,178,06-27,3.85659548694138,0.8134222662211373,0.9631533193638876
179,179,179,06-28,4.147740681186361,1.4289065138201693,1.0797103281332503
180,180,180,06-29,3.816234046952133,0.728097723639501,1.031157588116513
181,181,181,06-30,4.110393169845963,1.3499534506358286,0.7428768744695909
182,182,182,07-01,3.8950221225194257,0.8946566103010707,0.7933968688630726
183,183,183,07-02,3.1133650507740844,-0.7577753178001656,0.6055362119738524
184,184,184,07-03,3.9999816447999104,1.1165422325820271,0.6181068628424112
185,185,185,07-04,3.614553412907479,0.3017425724848479,0.5351052091398194
186,186,186,07-05,3.851912145326116,0.8035216288508539,0.3019117300830255
187,187,187,07-06,3.8748173673701327,0.8519435284202778,0.35200418520076443
188,188,188,07-07,3.2331709603995114,-0.5045042640396927,0.101991545614735
189,189,189,07-08,3.2555377640386802,-0.4572205870937323,0.2474213990971708
190,190,190,07-09,3.290394238136705,-0.3835336049341495,0.4610746755441055
191,191,191,07-10,4.027313314786367,1.1743216933794625,0.5509453178421283
192,192,192,07-11,4.458304184585033,2.0854412875324626,0.7750709539841582
193,193,193,07-12,4.129888775395753,1.3911673822084147,0.5686114282712443
194,194,194,07-13,3.8692857151578974,0.8402495528124859,0.5279813070384273
195,195,195,07-14,2.6695630722226267,-1.695977741371215,0.26741937385885145
196,196,196,07-15,3.1750775789240198,-0.6273143323310512,0.14948102897492466
197,197,197,07-16,3.287784838361377,-0.38904990569799264,-0.14578790519229504
198,198,198,07-17,4.123570850978757,1.3778112182289015,-0.4286259649126514
199,199,199,07-18,3.2918546759564316,-0.3804462227949035,-0.16475497240439366
200,200,200,07-19,3.0665329997954416,-0.8567788055096525,-0.029822010014877495
201,201,201,07-20,3.418483341124277,-0.11275178632166782,0.17630113311155912
202,202,202,07-21,3.558045140139716,0.18228344200604565,0.041367188652299526
203,203,203,07-22,3.872804807057911,0.8476889530606271,-0.103667410270455
204,204,204,07-23,3.7406005024466933,0.5682075514733442,-0.1429222597549314
205,205,205,07-24,2.8802165879923933,-1.2506538163314307,-0.09634389968237718
206,206,206,07-25,2.9551196452915818,-1.0923079024165108,-0.24250616822233706
207,207,207,07-26,3.550682328284427,0.1667183741136574,-0.2420166564024158
208,208,208,07-27,3.1432064933536488,-0.6946901692337137,-0.6032715669796032
209,209,209,07-28,3.874194142506727,0.8506260239801546,-0.4945696938827885
210,210,210,07-29,2.715284600157653,-1.5993219119897797,-0.3081683024370978
211,211,211,07-30,3.1887349107376712,-0.5984425777505427,-0.2699231973635207
212,212,212,07-31,3.4841652174409337,0.026100446257633702,-0.045424302896379935
213,213,213,08-01,3.6592298200098723,0.3961890045551197,-0.0779628467000993
214,214,214,08-02,3.780380632179056,0.6523031975691309,0.1201734564728489
215,215,215,08-03,3.781843047968031,0.6553947611578385,0.3913802955266887
216,216,216,08-04,3.2776362707256843,-0.4105040929520904,0.3261018383527479
217,217,217,08-05,3.95847582428584,1.028798456572496,0.3119323356455443
218,218,218,08-06,3.298891500025168,-0.36557029678601055,0.16693222692680484
219,219,219,08-07,3.619013850543848,0.31117198831189785,0.00014894757828522642
220,220,220,08-08,3.3688404345235337,-0.2176974547433059,0.05466703919250794
221,221,221,08-09,3.3084777218642785,-0.34530491493327914,0.04599680730913177
222,222,222,08-10,3.432369852631057,-0.0833955432667542,0.09790242584151627
223,223,223,08-11,3.933867918991609,0.9767770652722388,0.05215584930932715
224,224,224,08-12,3.4462103448108965,-0.05413658559170352,0.2404721190031375
225,225,225,08-13,3.4891756365281683,0.03669252911876306,0.35045489715306416
226,226,226,08-14,3.903320825858063,0.912200163419556,0.4838688515930338
227,227,227,08-15,3.6206315171853616,0.31459175396628114,0.2674741413519801
228,228,228,08-16,3.8110261561703234,0.7170881833730641,0.0664773553088011
229,229,229,08-17,3.3196951255287086,-0.3215911961740833,-0.0454333840333813
230,230,230,08-18,2.875740034221093,-1.2601173018507776,-0.3234926806552121
231,231,231,08-19,3.1715498899296413,-0.6347719069343313,-0.276599177714314
232,232,232,08-20,3.1141312252235465,-0.7561556163114292,-0.4847267956155911
233,233,233,08-21,3.753724944766791,0.5959527716116698,-0.3277868733570328
234,234,234,08-22,3.2203170748771,-0.5316775240345982,0.15695544049654733
235,235,235,08-23,3.765122975183708,0.6200483373772667,0.39583465769166093
236,236,236,08-24,4.251538641670794,1.6483365812707031,0.982210798031462
237,237,237,08-25,3.8495383488966937,0.7985033962363507,0.9096355440348336
238,238,238,08-26,4.778387582189546,2.7621012257273767,0.994090266037547
239,239,239,08-27,3.547741413867465,0.16050124763189985,0.9017926562453256
240,240,240,08-28,3.460016984712042,-0.02494919201831844,0.5909694204000213
241,241,241,08-29,3.5031633331347365,0.06626267862393746,0.4225288498488178
242,242,242,08-30,3.369358227835192,-0.21660283380112172,-0.10879383153257656
243,243,243,08-31,3.3714692887395525,-0.21214002707087048,-0.15292723923143772
244,244,244,09-01,3.2703842900078683,-0.4258348625609893,-0.16979263742906256
245,245,245,09-02,3.422481705525924,-0.10429919856126717,-0.1545127343492
246,246,246,09-03,3.4121495081348154,-0.12614158120406735,-0.4004864099305741
247,247,247,09-04,3.5465308477470283,0.1579420971031128,-0.15056226951570734
248,248,248,09-05,2.671234233575515,-1.6924448872893658,-0.3353338793948721
249,249,249,09-06,4.080805516512517,1.2874048154183295,-0.5394141682831793
250,250,250,09-07,2.745964373893881,-1.534464521835978,-0.1957783848962127
251,251,251,09-08,2.843259778254118,-1.3287809318911104,-0.03429875892068703
252,252,252,09-09,4.387458695598241,1.9356731191177328,0.3044623734155341
253,253,253,09-10,4.0048433123274005,1.1268198529562667,0.03955191049713044
254,254,254,09-11,3.6327081565370567,0.3401219067279605,0.03075789312849227
255,255,255,09-12,3.3289350163191216,-0.3020579620920921,-0.2061151814879554
256,256,256,09-13,2.721005139876372,-1.5872286260478068,-0.4764401141197856
257,257,257,09-14,2.170965165454801,-2.7500193795897965,-0.4641024131077032
258,258,258,09-15,3.620220814264561,0.31372352332675185,-0.6093534184800633
259,259,259,09-16,4.039860250990364,1.2008460590287606,-0.21581033402433009
260,260,260,09-17,3.220455862460819,-0.5313841255062004,0.2564436751499262
261,261,261,09-18,4.445891411690049,2.0592005446423074,0.8908769437922576
262,262,262,09-19,4.0613593644112935,1.2462954289977308,0.6972733115363653
263,263,263,09-20,3.9716175586385583,1.0565802322641913,0.5269668625556062
264,264,264,09-21,3.0707337980860725,-0.8478982702086012,0.5816928529866469
265,265,265,09-22,3.556495443233544,0.17900736514420562,0.40598234431994623
266,266,266,09-23,3.375779504062847,-0.20302818291995675,0.19469848929989128
267,267,267,09-24,3.947188768596784,1.0049374926421035,0.01402624942446625
268,268,268,09-25,3.461692231574612,-0.021407701122599203,0.4540591968128681
269,269,269,09-26,3.45883249960509,-0.027453206988358844,0.506491212840552
270,270,270,09-27,4.3196380074920935,1.7922994141218096,0.4956042293136558
271,271,271,09-28,3.705308312618115,0.4935994613103094,0.2267561434956281
272,272,272,09-29,3.344880000661632,-0.26835008408133393,0.07133039473236373
273,273,273,09-30,3.1841424829455485,-0.6081510222660631,0.011816519355710877
274,274,274,10-01,3.0205619184183385,-0.9539621937021852,-0.2820198703644044
275,275,275,10-02,3.289919853592788,-0.384536459248276,-0.6036595032080088
276,276,276,10-03,3.4856697644864045,0.02928107580111774,-0.7000833546685592
277,277,277,10-04,2.7924287344995697,-1.4362383357513169,-0.3698825785426361
278,278,278,10-05,3.071209234208937,-0.8468931928446364,-0.16018318236917709
279,279,279,10-06,4.121320350421908,1.3730536344894757,-0.3370324846080988
280,280,280,10-07,3.615732030441265,0.3042341833385687,-0.7218439391720027
281,281,281,10-08,2.787985079600161,-1.4456322726818065,-0.34426573823789025
282,282,282,10-09,2.3934955346137703,-2.279587651582306,-0.12438189388363954
283,283,283,10-10,3.8640734995683466,0.8292308698533579,-0.2415981510890301
284,284,284,10-11,3.695284909506064,0.4724098732808678,-0.28343824885909186
285,285,285,10-12,3.7886364504924432,0.6697560912571321,-0.303016664188337
286,286,286,10-13,3.496981208401418,0.05319359671819823,0.15946212046355365
287,287,287,10-14,2.7324175011646967,-1.5631027646572773,0.028931920876404508
288,288,288,10-15,3.7061056569710544,0.4952850563290376,-0.060387552964086766
289,289,289,10-16,3.4936018867345315,0.046049672330463136,-0.2648723942760114
290,290,290,10-17,3.4417778311761817,-0.06350696976207983,-0.08211020606349435
291,291,291,10-18,3.2082663200513517,-0.5571529566144158,-0.16178802986049656
292,292,292,10-19,4.015697971620053,1.1497667259933004,-0.07752131857457238
293,293,293,10-20,2.506275413107474,-2.0411697074392903,0.016635134277933988
294,294,294,10-21,3.94527195363679,1.0008853240445827,0.16378836379635986
295,295,295,10-22,3.76083730855498,0.6109883894455013,0.12041402816917772
296,296,296,10-23,3.859429029487557,0.8194124073484754,-0.06497871211498857
297,297,297,10-24,3.085161014718015,-0.8173989703775085,0.32840808057292925
298,298,298,10-25,3.489515159382037,0.03741028428830264,0.3035659933054885
299,299,299,10-26,3.622788220224661,0.31915104868821675,0.23069148001363315
300,300,300,10-27,3.874764989231342,0.8518328004399385,0.0721546588203636
301,301,301,10-28,3.5540044180889883,0.1737413096943692,0.2980908861883624
302,302,302,10-29,3.4094688514844345,-0.1318085198111418,0.6214687167094796
303,303,303,10-30,3.7264146005958585,0.538218393830484,0.5562865163146701
304,304,304,10-31,4.40732810080692,1.9776772674150056,0.3582605174977734
305,305,305,11-01,3.4377876993896384,-0.07194215368064101,0.5962912665838741
306,306,306,11-02,3.312726385163004,-0.336323192461441,0.8894321604464214
307,307,307,11-03,4.229584749666529,1.6019258042109736,0.885226809471602
308,308,308,11-04,4.241463133882634,1.6270368433641416,0.3508301842731412
309,309,309,11-05,3.714478947673384,0.5129862879815684,0.40030810821392576
310,310,310,11-06,2.8906003224352945,-1.228702483775759,0.6294002930015941
311,311,311,11-07,3.578216246499712,0.22492538996406647,0.2581372107687106
312,312,312,11-08,3.9629372287405817,1.0382299162645678,0.015470692344549487
313,313,313,11-09,3.1758635932176817,-0.6256526891863268,-0.17878077674353765
314,314,314,11-10,3.5527255333448933,0.1710377328191751,0.0008375666959887414
315,315,315,11-11,3.1631532370254507,-0.6525225265469545,-0.07603937771631769
316,316,316,11-12,3.4003942061422703,-0.15099242313860073,-0.29594864821060113
317,317,317,11-13,3.3600236314861465,-0.2363362765097721,-0.11435730778781887
318,318,318,11-14,3.3387893888169105,-0.28122570670113284,-0.04315020328535089
319,319,319,11-15,3.6912572490602624,0.463895353350367,0.10420584931617127
320,320,320,11-16,3.75482597396088,0.5982803598339829,0.3458399332630176
321,321,321,11-17,3.58138008905491,0.2316137890621784,0.4123049955908376
322,322,322,11-18,4.08620154481597,1.2988120805424772,0.5366187839297879
323,323,323,11-19,3.5486651789255004,0.1624540974571481,0.4710018533539224
324,324,324,11-20,3.6916175451292257,0.4646570233325689,0.4310257742458508
325,325,325,11-21,3.5050228743597533,0.0701937698951739,0.3686537562198115
326,326,326,11-22,3.641365621117002,0.3584238851855533,0.2807418635755711
327,327,327,11-23,3.404355445049988,-0.14261831909405745,0.005530068503164791
328,328,328,11-24,3.836689472068084,0.7713407246770354,-0.111742704143647
329,329,329,11-25,2.7675573746484456,-1.4888166729772905,-0.01568010563844095
330,330,330,11-26,3.3587732427273846,-0.23897961254830194,-0.4099799428574999
331,331,331,11-27,3.777668330459513,0.6465693609264103,-0.4012989910674965
332,332,332,11-28,2.522261405413061,-2.0073751381288,-0.5910914988308646
333,333,333,11-29,3.4289937756489377,-0.090532608354037,-0.2586256978695555
334,334,334,11-30,3.2980192127927594,-0.3674143219031736,0.03330988584494514
335,335,335,12-01,3.71116384950094,0.5059781327905649,0.07466525520323941
336,336,336,12-02,4.187346606472858,1.5126338897387015,0.4459392361881103
337,337,337,12-03,3.8950433933488964,0.8947015770761758,0.3220589501202166
338,338,338,12-04,3.5760134947666264,0.22026874778042507,0.14050147530869606
339,339,339,12-05,3.07739598814042,-0.8338143247613989,-0.02029306220590042
340,340,340,12-06,2.7827216745357144,-1.4567591707722969,-0.5885219229046642
341,341,341,12-07,3.2547958071911003,-0.4587890922970139,-0.8081237555595618
342,342,342,12-08,2.574595969856829,-1.8967392744538805,-0.9585981406010956
343,343,343,12-09,3.27176812538607,-0.4229094188532104,-1.0395375068546568
344,344,344,12-10,3.148936172485401,-0.6825775624687767,-0.8203645715221791
345,345,345,12-11,2.8476733825476535,-1.3194505222827662,-0.7617600108497
346,346,346,12-12,3.4047796434882005,-0.14172155877742973,-0.2578645470306629
347,347,347,12-13,3.421127630634416,-0.10716172826214,-0.2254620999148116
348,348,348,12-14,4.004755164978912,1.126633508460342,-0.09957516709227696
349,349,349,12-15,3.363732949470762,-0.2284947361581023,0.4051883559799741
350,350,350,12-16,3.5062292371169987,0.07274403446643077,0.2917351632326445
351,351,351,12-17,4.280296308764844,1.7091306161507407,0.30553210466911457
352,352,352,12-18,3.0827760961773985,-0.8224407152614075,-0.10951454330872334
353,353,353,12-19,3.460286194417429,-0.024380079643319518,-0.16216575323842916
354,354,354,12-20,2.8267672237672103,-1.3636463794066849,0.11639046104220355
355,355,355,12-21,3.2142979626094514,-0.5444019957363373,-0.06605690503159392
356,356,356,12-22,4.296829192497651,1.7440813201502272,0.12928935950415568
357,357,357,12-23,3.7624730756707017,0.6144464197079558,0.1087899360652266
358,358,358,12-24,3.6372090619777913,0.3496368719530902,0.16918441005441975
359,359,359,12-25,3.4021046051177595,-0.14737662027689416,0.09770762723348864
360,360,360,12-26,2.998179190161147,-1.0012795354715265,-0.42380325260567603
361,361,361,12-27,3.011432119336431,-0.9732626926619241,-0.8490046802463235
362,362,362,12-28,2.816673815615668,-1.3849839588847606,-0.9349016033072648
363,363,363,12-29,2.555663776554454,-1.9367621461359288,
364,364,364,12-30,3.393415888256313,-0.16574466641255714,
365,365,365,12-31,,,
