,unnamed: 0,unnamed: 0,mth_day,sentimental,sentimental_norm,sentimental_ravg
0,0,0,01-01,,,
1,1,1,01-02,3.858295704352451,-0.848359505262596,
2,2,2,01-03,3.9553190180285074,-0.6835167701813503,
3,3,3,01-04,3.1509214735641717,-2.0501892357792992,
4,4,4,01-05,3.6259431614404254,-1.2431267753703057,-1.3907468023076908
5,5,5,01-06,3.0487374149568165,-2.223800083155415,-1.4403501036324504
6,6,6,01-07,3.5951240743451693,-1.2954884440971792,-1.7878204480048427
7,7,7,01-08,3.683122318830981,-1.1459793132111542,-1.6927017409515634
8,8,8,01-09,2.728232211980768,-2.7683388364157047,-1.6018288175597044
9,9,9,01-10,3.4868318967809184,-1.4794769934596248,-1.4074391126685983
10,10,10,01-11,3.9468596572713057,-0.6978892350191507,-1.0966954614762876
11,11,11,01-12,3.73522201995018,-1.0574618538087794,-1.1083806012607742
12,12,12,01-13,4.692511061801362,0.5689734630566848,-0.7716690106127616
13,13,13,01-14,3.6418564062470864,-1.2160901519180731,-0.3645576273466735
14,14,14,01-15,3.917324625245005,-0.7480692925276295,-0.4888215152506178
15,15,15,01-16,4.924540222364727,0.9631913061369044,-0.12411682214592965
16,16,16,01-17,3.5080234233747345,-1.4434725624428169,-0.06226403802957586
17,17,17,01-18,5.023171694679342,1.1307663048193497,-0.0073889986056236605
18,18,18,01-19,4.910943329578305,0.9400901677548076,-0.03614222775497858
19,19,19,01-20,3.8356468633294174,-0.8868399153743599,-0.26706623534544666
20,20,20,01-21,3.8157829866796495,-0.9205886674237592,-0.4373755808010322
21,21,21,01-22,4.109035223151777,-0.42235273940590384,-0.7245494240708797
22,22,22,01-23,2.9065782809622287,-2.465328635176331,-1.2245228748045287
23,23,23,01-24,4.00902116406373,-0.5922767547997353,-1.5189696837015527
24,24,24,01-25,3.145293872852565,-2.059750536647087,-1.6889434762092004
25,25,25,01-26,2.795811953294127,-2.653520768756505,-2.0012052429425617
26,26,26,01-27,3.215522844949401,-1.940431422469646,-1.6286195100191092
27,27,27,01-28,3.0062870312628864,-2.295923339806074,-1.5549364292230476
28,28,28,01-29,4.222359740867222,-0.2298142376356108,-1.3291825790492764
29,29,29,01-30,4.269231964030291,-0.15017827002336734,-0.9869372671245428
30,30,30,01-31,3.9425405313064568,-0.7052274356044591,-0.8264093988189475
31,31,31,02-01,4.004446628155609,-0.6000488972081034,-0.5055292370994958
32,32,32,02-02,3.782424833539412,-0.9772642126360742,-0.7093572158821145
33,33,33,02-03,4.139470968095249,-0.3706423694893649,-1.0857342576739082
34,34,34,02-04,3.5025439997014773,-1.4527821103313223,-0.9422597805429708
35,35,35,02-05,2.9400615483040613,-2.4084405207741297,-0.8946218035033097
36,36,36,02-06,4.449218700374284,0.1556194271811639,-0.7046113044107765
37,37,37,02-07,4.172679497633313,-0.31422103497013604,-0.740284820812045
38,38,38,02-08,4.453444332680066,0.16279878191912522,-0.5160135233632551
39,39,39,02-09,4.013490429006682,-0.5846834678969761,0.09124205767542896
40,40,40,02-10,4.294555043325043,-0.10715432563858196,0.1958769121058268
41,41,41,02-11,5.084576392404894,1.2350929654579743,0.3983189114974775
42,42,42,02-12,4.818735268921102,0.7834285537635511,0.8280223704407196
43,43,43,02-13,4.887600671387318,0.9004309613797684,0.8464423449420694
44,44,44,02-14,5.970936266947778,2.7410195355785776,0.7616247478460125
45,45,45,02-15,4.078540319002813,-0.4741636208888768,0.4287976309598678
46,46,46,02-16,3.995022850138216,-0.6160599082149238,0.1431290965172761
47,47,47,02-17,3.9092019455191567,-0.7618697358588937,0.1152862100209011
48,48,48,02-18,3.809900716002202,-0.930582652891999,-0.3611444881042704
49,49,49,02-19,4.789273895547794,0.7333736424015184,-0.29371363745256984
50,50,50,02-20,4.288427721588412,-0.11756465317245116,-0.3195816389328507
51,51,51,02-21,4.316671453056081,-0.06957851697867336,-0.3065129207994099
52,52,52,02-22,3.903670353934232,-0.7712679170966091,-0.1615254964919934
53,53,53,02-23,3.955353946267502,-0.6834574270582487,-0.20137896889556364
54,54,54,02-24,4.321921837493373,-0.060658107047500236,-0.18465519649926052
55,55,55,02-25,4.648531898558269,0.494252807980097,0.1638269950676063
56,56,56,02-26,4.347487496867696,-0.017222018794632848,0.23105844507437165
57,57,57,02-27,5.547331583740543,2.021314632422528,0.13554203627059205
58,58,58,02-28,4.141097307315738,-0.3678792170560172,0.03637872758588306
59,59,59,02-29,3.6180390447155952,-1.2565558798809264,-0.19550776465799627
60,60,60,03-01,3.971727958499671,-0.6556379591557541,-0.3637510878728826
61,61,61,03-02,3.8296278978525207,-0.8970661454831791,-0.6908243327042621
62,62,62,03-03,3.7533384839627097,-1.0266819580839508,-0.7024211948322877
63,63,63,03-04,4.392276857937312,0.058875163434251615,-0.7044783711821756
64,64,64,03-05,4.100143146077725,-0.437460389824171,-0.39809877388169496
65,65,65,03-06,3.6107741543514393,-1.2688989379802542,-0.5579079038647411
66,66,66,03-07,5.0537033488562075,1.1826396246471298,-0.3546420402967955
67,67,67,03-08,3.2652641238954563,-1.855920925381456,-0.6039376835150957
68,68,68,03-09,4.471169122875628,0.19291322332372288,-0.5148852304790413
69,69,69,03-10,3.5118926768041088,-1.4368986958755494,-0.4488896105798684
70,70,70,03-11,4.414630675550501,0.0968543283921548,-0.7762042872762062
71,71,71,03-12,3.8438367904779516,-0.8729252185852163,-0.4861259423397095
72,72,72,03-13,3.8977960096980575,-0.7812484355308968,-0.6091075809753371
73,73,73,03-14,4.289671862733331,-0.11545085576247605,-0.4549437942783402
74,74,74,03-15,4.0368611348702474,-0.5449766084900431,-0.327569642324996
75,75,75,03-16,4.0563199975526745,-0.5119159756935676,-0.5328777489496211
76,76,76,03-17,4.864450764731863,0.8610992401122199,-0.3542793409735612
77,77,77,03-18,3.1187939979232016,-2.1047738583329667,-0.18777193087418284
78,78,78,03-19,4.528513863920692,0.290342012325463,0.10394689707639733
79,79,79,03-20,4.877690522026897,0.8835936048337941,0.16911574434575968
80,80,80,03-21,5.067062217211332,1.2053363592134378,0.007466172704520306
81,81,81,03-22,4.286462897356151,-0.12090289207739358,0.5869819392295867
82,82,82,03-23,4.293587496033317,-0.10879818973521614,0.5543638006024493
83,83,83,03-24,5.16534606349295,1.3723207408174314,0.3697921787042954
84,84,84,03-25,4.4133233499806,0.09463318056263847,-0.004867532045308504
85,85,85,03-26,4.225878343893712,-0.2238361265551292,0.2507595150474311
86,86,86,03-27,3.7439565327567563,-1.0426219052841856,0.3298508122060623
87,87,87,03-28,5.189206345356047,1.412859390479044,0.3279975349040864
88,88,88,03-29,4.572897338695874,0.3657495932165711,0.5881603905344128
89,89,89,03-30,5.158801239849626,1.3612010770055758,0.8156668213556891
90,90,90,03-31,5.332084944280966,1.6556103143445968,0.8445024379741737
91,91,91,04-01,5.0293142171220975,1.1412024583725289,0.5159068770047117
92,92,92,04-02,3.84578912155136,-0.8696082055732791,0.4644226572197185
93,93,93,04-03,4.028775580768705,-0.558713975337728,0.3806440358114647
94,94,94,04-04,4.391081515155778,0.05684427450661138,0.2913626851016852
95,95,95,04-05,4.862938175205583,0.8585293485560532,-0.025341059527481724
96,96,96,04-06,5.016789065779526,1.1199222100859199,0.29394283731171
97,97,97,04-07,3.910879240570929,-0.7590200094024725,0.16605361455028034
98,98,98,04-08,4.9733358706200805,1.0460951754618713,0.2580148427311526
99,99,99,04-09,3.577136526017996,-1.326049311906306,0.23550410202296945
100,100,100,04-10,4.715841344580979,0.6086116435918448,0.014567457468558956
101,101,101,04-11,4.783441799860903,0.7234649043069541,0.241344812849994
102,102,102,04-12,4.236554303601886,-0.20569765724054287,0.2809384006468248
103,103,103,04-13,4.711740393776923,0.6016441228861376,0.5335624942006387
104,104,104,04-14,5.113160088647488,1.2836567022428558,0.5381001222503973
105,105,105,04-15,4.469275084344658,0.1896952494165779,0.41617445123559177
106,106,106,04-16,4.7318659164639945,0.6358374118903963,0.5291016257541595
107,107,107,04-17,4.352862947179187,-0.008089121781879045,0.22150365904039568
108,108,108,04-18,4.635355088014944,0.4718653898708637,0.139614055243602
109,109,109,04-19,3.625462348370408,-1.2439436773964458,-0.025933210723163885
110,110,110,04-20,4.823968064064724,0.7923190794620936,-0.020374224493554045
111,111,111,04-21,3.8846471610264497,-0.8035883463840174,-0.03724867587158054
112,112,112,04-22,4.751497400899524,0.6691913292680554,-0.022552509322946918
113,113,113,04-23,4.29327105112063,-0.109335830050038,0.2381655596191663
114,114,114,04-24,4.6872544007573875,0.5600423891626655,0.002089065949913723
115,115,115,04-25,4.546184670947214,0.32036473625623324,0.34135447297660715
116,116,116,04-26,3.990267130182757,-0.6241398825534217,0.2429985261814584
117,117,117,04-27,5.082758342177219,1.2320040957761431,0.3932764098469243
118,118,118,04-28,4.4041547094630635,0.07905564849716286,0.6584360952688296
119,119,119,04-29,4.823975358044273,0.7923314719427574,0.6053816062415368
120,120,120,04-30,5.623662231660732,2.151000501694098,0.6263669386631953
121,121,121,05-01,4.3588234628861775,0.0020378020924760485,0.5651093961390447
122,122,122,05-02,4.064376546863062,-0.4982278880234709,0.6429735895220587
123,123,123,05-03,4.866428162005832,0.8644588406312391,0.3200823530568348
124,124,124,05-04,4.679131051793583,0.5462408087952475,-0.020194829349293064
125,125,125,05-05,3.683689338037101,-1.1450159468485859,-0.047130976246493185
126,126,126,05-06,4.42197797948708,0.10933740725733083,0.14302061399386576
127,127,127,05-07,4.2636988256368635,-0.15957907929072465,-0.05664435726383319
128,128,128,05-08,4.735894307477683,0.6426816534186829,-0.14247355313419086
129,129,129,05-09,4.161314025423159,-0.3335309869149546,0.0044176257556668794
130,130,130,05-10,4.376026411262507,0.031265633573101664,0.024126821477838768
131,131,131,05-11,4.202433543002593,-0.2636688735094395,0.1110196118838302
132,132,132,05-12,4.49158073673007,0.22759258159036225,0.06700417286425099
133,133,133,05-13,4.570559535837764,0.3617776631452239,0.2110135027316616
134,134,134,05-14,4.580454381860783,0.3785890193012077,0.3736717116250832
135,135,135,05-15,4.669881019671997,0.5305249922895089,0.3771696875869732
136,136,136,05-16,4.950451668730129,1.0072148869336313,0.7298395338835509
137,137,137,05-17,4.214786597645172,-0.24268101773809925,0.6134021634354476
138,138,138,05-18,5.7370295132668625,2.343611659369828,0.7693695290949302
139,139,139,05-19,4.159362542132212,-0.3368465595433961,1.0388394262916707
140,140,140,05-20,5.1312510172411585,1.3143932132581024,0.9635100735156664
141,141,141,05-21,5.621510304969454,2.147344375469952,1.2317475541228633
142,142,142,05-22,4.684427081605984,0.5552387702776065,0.8321549197439371
143,143,143,05-23,5.162063620480303,1.3667438659050823,1.139822085358961
144,144,144,05-24,4.3258735473501435,-0.0539441469037299,0.9146754884853912
145,145,145,05-25,5.245884962519511,1.5091564341467467,0.5641224401909917
146,146,146,05-26,4.336148865576622,-0.0364863679833148,0.4341568822965625
147,147,147,05-27,4.383536971852823,0.04402608570355375,0.11661697692046567
148,148,148,05-28,4.2254554775085404,-0.2245545770889681,0.3365519184747199
149,149,149,05-29,4.040675753597886,-0.5384955663514988,0.20640184729334413
150,150,150,05-30,5.102570808975642,1.2656655024217949,0.2281445609994166
151,151,151,05-31,4.786261752253028,0.7282560070584927,0.22970674260244794
152,152,152,06-01,4.412932963985321,0.0939699142531201,0.2678723378200921
153,153,153,06-02,4.389053794985435,0.053399175321741696,0.5867121897265187
154,154,154,06-03,4.360236759120126,0.004438994216896757,0.7844537889148829
155,155,155,06-04,5.166654364012149,1.3745435450870611,0.7814038400881315
156,156,156,06-05,5.800892583195235,2.4521150975519803,0.9749531708719728
157,157,157,06-06,4.775490899358552,0.7099563140979834,1.1651835080450748
158,158,158,06-07,5.09644979922259,1.255265898956169,1.1112491528286603
159,159,159,06-08,5.060849649324459,1.194781198360353,0.9822730975914992
160,160,160,06-09,4.169768315551816,-0.3191671370815902,1.0307601264518216
161,161,161,06-10,4.7111771751214935,0.6006872136640948,1.106072021923706
162,162,162,06-11,5.972123867656139,2.743037270713914,1.0690453063460323
163,163,163,06-12,5.04145383625009,1.1618276869292894,0.8911555965719775
164,164,164,06-13,4.965690455605191,1.0331056054901275,1.0150367205009259
165,165,165,06-14,4.432634553185314,0.1274429397160232,1.0859016140274889
166,166,166,06-15,4.6072528236647186,0.4241196064921001,0.7564325512577618
167,167,167,06-16,4.9614355849880605,1.0258765748234728,0.6082416815458834
168,168,168,06-17,4.8086083433144085,0.766222894095552,0.5263020503172547
169,169,169,06-18,4.518119790783177,0.2726824686580193,0.7304680948615866
170,170,170,06-19,4.676321759825764,0.541467818118355,0.7197463161797825
171,171,171,06-20,5.153644169001064,1.352439206982014,0.8131935725442799
172,172,172,06-21,4.5693890077423305,0.3597889344012758,0.5168481694859555
173,173,173,06-22,5.291443302778626,1.5865601130104574,0.5360633436541308
174,174,174,06-23,3.7620685737620274,-1.0118495242543943,0.2302810902199448
175,175,175,06-24,4.585977917612002,0.3879735136670713,0.12820202451372478
176,176,176,06-25,3.596455881227209,-1.2932257024867608,0.2329184805747967
177,177,177,06-26,4.793153333652137,0.7399648127446938,-0.022074271850010874
178,178,178,06-27,4.939193751340555,0.9880876707677072,0.3779455666044808
179,179,179,06-28,4.390939857791279,0.05660359846161218,0.3199498357770947
180,180,180,06-29,5.174733205074533,1.388269506472556,0.6213050155601659
181,181,181,06-30,4.381166781185604,0.039999128702754363,0.6164135221449999
182,182,182,07-01,4.66068760930136,0.5149053762116667,0.5768994045455006
183,183,183,07-02,4.775879091033068,0.7106158522536976,0.4944352155668541
184,184,184,07-03,4.799650181236628,0.7510029651707112,0.15511336371019155
185,185,185,07-04,4.0997186934358085,-0.4381815354102665,0.11352355950062795
186,186,186,07-05,3.9764226897726727,-0.6476616046674196,0.057199893527546924
187,187,187,07-06,4.234292951984889,-0.2095396965546272,-0.1652695291669826
188,188,188,07-07,4.461781347218354,0.17696338037318066,-0.4061798624113053
189,189,189,07-08,3.990231343653092,-0.6242006839134795,-0.2615044360764674
190,190,190,07-09,3.94887860848954,-0.6944590342952254,-0.1844323022446349
191,191,191,07-10,4.610637998320571,0.4298710225987611,-0.3415424285063011
192,192,192,07-11,4.248601884546283,-0.18522880167642491,-0.17828168343198345
193,193,193,07-12,3.679460673044935,-1.1522004541246242,0.060109533877405
194,194,194,07-13,5.038334453032514,1.1565278508190868,0.1376020254909219
195,195,195,07-14,4.8321066926598615,0.8061466199428511,0.032130073289247225
196,196,196,07-15,4.222542291064999,-0.22950408461412386,-0.07123031502498027
197,197,197,07-16,4.23816523035374,-0.20296069061128694,0.24222945623254985
198,198,198,07-17,3.8835860757944713,-0.8053911315617899,-0.029495553187815608
199,199,199,07-18,4.7864396016542425,0.7285581734205563,-0.3146961812832811
200,200,200,07-19,4.078741269518749,-0.4738222057031058,0.05404283867826728
201,201,201,07-20,3.824924544656442,-0.9050571486299421,0.03501576886371146
202,202,202,07-21,5.524739136344151,1.9829300351551664,0.28736237132352205
203,203,203,07-22,4.170971391497184,-0.3171231094986218,0.3050925516891018
204,204,204,07-23,4.77474467808816,0.7086884831970736,0.2718194709113965
205,205,205,07-24,4.8490534930202704,0.8349392556140347,0.27221347660353473
206,206,206,07-25,3.961237836261361,-0.6734606903693375,-0.1872134886591448
207,207,207,07-26,3.8263159704116494,-0.9026931144771124,-0.12689097023134902
208,208,208,07-27,3.9022790428514083,-0.773631756420911,-0.1959157830976408
209,209,209,07-28,4.383999546760385,0.04481200106815314,-0.3482935492924209
210,210,210,07-29,4.5309844881038135,0.2945396059993227,-0.3049491289750046
211,211,211,07-30,4.310933479439341,-0.07932734155464609,-0.3413176896619097
212,212,212,07-31,4.1143080684371665,-0.4133941684648398,-0.10506408174736112
213,213,213,08-01,3.6978808918599686,-1.1209044785985431,0.05807172327758223
214,214,214,08-02,4.7366054532872335,0.6438898910663807,0.00047195319134185615
215,215,215,08-03,4.960111428485591,1.0236268312178132,0.0871844935994795
216,216,216,08-04,4.327571681661662,-0.05105901451811951,-0.04756857368561914
217,217,217,08-05,4.617157639218777,0.4409479008941797,-0.0483076669116255
218,218,218,08-06,3.6384294398921235,-1.2219125721754316,-0.056621935586148975
219,219,219,08-07,3.695270794161675,-1.1253390379545811,-0.4005870641757882
220,220,220,08-08,4.7072437262861255,0.5940042790192399,-0.5935396038897951
221,221,221,08-09,3.745403244409564,-1.0401639403200225,-0.8850942876434483
222,222,222,08-10,3.646162405989178,-1.2087742528021608,-0.7084746609126702
223,223,223,08-11,3.5875362298817373,-1.3083802016277395,-0.4143792452004451
224,224,224,08-12,4.262159254998712,-0.1621948117907633,-0.3215762891188162
225,225,225,08-13,4.733864763933185,0.6392334563187693,0.006195190351390861
226,226,226,08-14,5.0349761063707685,1.1508220155090134,0.209533236965006
227,227,227,08-15,4.90292377636491,0.92646493650122,0.08513948650039589
228,228,228,08-16,4.364247958348368,0.011254026879529772,-0.02251337974160856
229,229,229,08-17,3.148241388114384,-2.0547427044154003,-0.37274646292072827
230,230,230,08-18,3.881984618693025,-0.80811200924279,-0.5775196319078185
231,231,231,08-19,3.4970213832793027,-1.462165042755949,-0.4857871731274866
232,232,232,08-20,4.311822438823976,-0.07781699841352815,-0.4893443005465455
233,233,233,08-21,5.226875709756458,1.476859689183212,0.0942898047806211
234,234,234,08-22,4.351686011137472,-0.010088737634824084,0.4575216571028567
235,235,235,08-23,5.209337311278712,1.447061927547599,0.5724031685379808
236,236,236,08-24,5.164732976185112,1.3712791046906236,0.8933789122693367
237,237,237,08-25,3.9027238819932153,-0.7728759741452046,0.7784251259058519
238,238,238,08-26,5.445343922234348,1.848037463974608,1.1748294854668206
239,239,239,08-27,4.8209179731137946,0.7871369710023028,0.8909386274508518
240,240,240,08-28,5.751582627798832,2.3683374197309894,0.6562246591990867
241,241,241,08-29,4.2067805985377165,-0.25628322054821384,0.8644414085021311
242,242,242,08-30,4.335843782325802,-0.03700470481996769,0.4387115116489573
243,243,243,08-31,4.638038506697102,0.476424521673063,0.26713483708368524
244,244,244,09-01,3.941884568567267,-0.7063419171444361,-0.0028197610164170475
245,245,245,09-02,4.214997275147836,-0.2423230763893293,0.2732991780824723
246,246,246,09-03,4.798241627838446,0.7486098311303758,0.3730416817606898
247,247,247,09-04,5.181890885086436,1.400430414045122,0.4517216498359946
248,248,248,09-05,4.688083080579519,0.561450317249337,0.3519010853832045
249,249,249,09-06,4.915895746283546,0.9485043301248924,0.3163478223556016
250,250,250,09-07,3.589369599747416,-1.3052653038611772,-0.072767955791169
251,251,251,09-08,4.089441409216556,-0.4556426545549464,-0.35121409486707017
252,252,252,09-09,3.4240845375367317,-1.586084837750248,-0.5697674806653742
253,253,253,09-10,4.198562123398538,-0.2702464204102849,-0.8540579608736286
254,254,254,09-11,3.916264764358722,-0.7498699975404868,-0.7007727493368799
255,255,255,09-12,3.911927773193287,-0.7572385511246343,-0.5972400256215121
256,256,256,09-13,4.130694244239654,-0.3855540346406862,-0.3405110691733929
257,257,257,09-14,4.455065818098936,0.16555368773726095,-0.3434984669940925
258,258,258,09-15,4.33071936347246,-0.04571109906153245,-0.4316764141080774
259,259,259,09-16,4.188012168533131,-0.28817080733448264,-0.3419170033486498
260,260,260,09-17,3.6048655406828636,-1.278937680224396,-0.14675006566157905
261,261,261,09-18,4.22891191427288,-0.2186820865680684,-0.05775467341851277
262,262,262,09-19,4.819923636305074,0.7854475914817383,-0.04021912753308675
263,263,263,09-20,4.769351838155579,0.6995260411956583,0.1902785132433701
264,264,264,09-21,4.3926459058129765,0.059502176251023726,0.5021824042435007
265,265,265,09-22,5.002011459128114,1.0948150373242584,0.3193909841183833
266,266,266,09-23,4.706349899276149,0.5924856657763876,0.2585160086542775
267,267,267,09-24,3.58338649454419,-1.3154306073187731,0.26901625436935844
268,268,268,09-25,4.604944486514876,0.4201977386971035,0.2594962760421092
269,269,269,09-26,4.806433313412144,0.7625275154861437,0.06570541761214117
270,270,270,09-27,4.359026231534506,0.002382306287528039,0.27796471615575896
271,271,271,09-28,4.317641672286031,-0.06793011325554943,0.4323313425024836
272,272,272,09-29,5.455940731766533,1.8660414570380943,0.20037812868820207
273,273,273,09-30,4.128530140763275,-0.3892308492384255,-0.08998838472751063
274,274,274,10-01,3.785804859488652,-0.9715215441885854,-0.2124946118455735
275,275,275,10-02,3.7810079115003066,-0.9796715650081328,-0.2225469152429985
276,276,276,10-03,3.926397152852168,-0.7326550564208493,-0.4634944364644247
277,277,277,10-04,4.28214209924578,-0.12824393364009928,-0.5534225301740032
278,278,278,10-05,4.605037830182937,0.4203563297095368,-0.3174877410569758
279,279,279,10-06,3.810950298134218,-0.9287994114958962,-0.4161701246262536
280,280,280,10-07,4.6190053656673395,0.4440871905135792,-0.5557827062252828
281,281,281,10-08,3.4325124130256914,-1.5717658664237997,-0.5484600491516598
282,282,282,10-09,3.4333572154501213,-1.5703305460150248,-0.6539338513075169
283,283,283,10-10,4.308001963334282,-0.08430799119836119,-0.7107205009335601
284,284,284,10-11,4.2325585291280134,-0.2124864832256061,-0.7883788203405259
285,285,285,10-12,3.610409015563373,-1.2695193092521542,-0.7714865751577816
286,286,286,10-13,4.344756064489567,-0.021862725928215983,-0.7047002382516404
287,287,287,10-14,3.4921671476641505,-1.4704123953273336,-0.9384129215779492
288,288,288,10-15,3.6692122579568696,-1.1696125245781768,-0.9304518477706886
289,289,289,10-16,3.4826487936019843,-1.4865840911562131,-0.9124871091387926
290,290,290,10-17,4.260672953248167,-0.16472004038204469,-0.7433322264126826
291,291,291,10-18,3.673851246263988,-1.161730877460778,-0.6617117364568715
292,292,292,10-19,4.9421242374387555,0.9930665704284442,-0.3896322094315745
293,293,293,10-20,3.7804088003693055,-0.9806894555924668,-0.2743912784333745
294,294,294,10-21,4.6300574155817165,0.4628646375736056,-0.2487489120001364
295,295,295,10-22,3.8896205776256476,-0.7951385051670133,0.013863308430155407
296,296,296,10-23,4.351228622345342,-0.010865841782616341,0.11083113424429897
297,297,297,10-24,4.60126273911804,0.4139424451209729,0.2877211604490616
298,298,298,10-25,5.284564798467323,1.5748735253133055,0.37650085949712825
299,299,299,10-26,4.405093527549003,0.0806507016361089,0.6362148897745886
300,300,300,10-27,4.943581718047132,0.9955428318620058,0.4468166294606937
301,301,301,10-28,4.806797151282838,0.7631456764977492,0.3558303540750229
302,302,302,10-29,3.6823712361434895,-1.1472554036659859,-0.01170066325838696
303,303,303,10-30,4.279945942259178,-0.1319752071930516,-0.24908624257218284
304,304,304,10-31,3.986633998077086,-0.630312578687154,-0.2973646516255293
305,305,305,11-01,3.566769575477361,-1.3436627742466665,-0.34109179983911203
306,306,306,11-02,4.773087171603634,0.7058723775419272,-0.28131404224482903
307,307,307,11-03,4.6523753207352625,0.5007827872162529,-0.28800000527218583
308,308,308,11-04,3.8934755759154367,-0.7885888581002879,0.05791024905017188
309,309,309,11-05,4.256334554555254,-0.17209098535719228,0.2483176898600257
310,310,310,11-06,5.20821136728324,1.4451489472469925,0.259973167850906
311,311,311,11-07,4.239190868906314,-0.2012181293875432,0.3917024402633397
312,312,312,11-08,4.814248333965913,0.7758052454872091,0.6513408467429879
313,313,313,11-09,5.117575458719784,1.2911584216908554,0.4902189586635648
314,314,314,11-10,4.810385085156854,0.7692415807776012,0.20897892756517847
315,315,315,11-11,3.687334793194701,-1.1388223138337312,0.2168196480778742
316,316,316,11-12,4.2150160138304935,-0.2422912393433248,0.0764640195887608
317,317,317,11-13,4.266880266999883,-0.15417380631136882,-0.3127373154459869
318,318,318,11-14,4.318584336554531,-0.06632852544747142,-0.3923871723009415
319,319,319,11-15,3.743116225429167,-1.044049588517631,-0.3264752449654988
320,320,320,11-16,4.529102696506273,0.2913424396478736,-0.17822147818029832
321,321,321,11-17,3.9201018701680894,-0.7433507498210751,0.3189982837531195
322,322,322,11-18,4.738572179458343,0.6472313613678778,0.37344944168962857
323,323,323,11-19,6.022805109094615,2.829144765289138,0.5161753768568468
324,324,324,11-20,4.5108778619159455,0.26037842217158297,0.6495328612400716
325,325,325,11-21,4.247150928709687,-0.18769397751432124,0.8348379242044109
326,326,326,11-22,5.00005284297113,1.091487345947222,0.6566250465271415
327,327,327,11-23,4.57450418547386,0.3684796279649611,0.15836348481109827
328,328,328,11-24,4.109215820254319,-0.4220459046957387,0.18836632439902792
329,329,329,11-25,4.263201165204556,-0.16042460500712102,0.13278006081448004
330,330,330,11-26,4.616832482788162,0.44039545969916105,0.023983410618676964
331,331,331,11-27,4.050848793155381,-0.5212115590216087,0.029756868612773883
332,332,332,11-28,4.615838949153527,0.4387074447724036,0.5150149446318684
333,333,333,11-29,4.594893074035338,0.4031203759295425,0.5345323864929264
334,334,334,11-30,5.822898130860312,2.4895025514188283,0.3167116323396553
335,335,335,12-01,4.332126746289085,-0.04331995384077232,0.6553298795548123
336,336,336,12-02,3.8476014452801337,-0.8665290652204664,0.5334695223650832
337,337,337,12-03,5.246674538213539,1.5104979242693335,0.5942348130714025
338,338,338,12-04,4.185490751358772,-0.292454698365971,0.5024467046972351
339,339,339,12-05,4.8094848735918125,0.7677121201674582,0.4561929481966375
340,340,340,12-06,5.49874967168329,1.9387739011738243,0.4937752137900992
341,341,341,12-07,4.1687822328614885,-0.3208424928443582,0.16997987575164314
342,342,342,12-08,3.9803227062395843,-0.6410354716596962,0.2771092067271103
343,343,343,12-09,4.103195695768975,-0.4322741039614025,0.10986107421964626
344,344,344,12-10,4.563816529974951,0.3503212874868318,-0.012987654460086836
345,345,345,12-11,4.218850363165549,-0.23577667487732595,-0.16205611475922205
346,346,346,12-12,5.064911053383592,1.201681529095426,-0.0027009468530796443
347,347,347,12-13,3.6423489881444064,-1.2152532546391694,0.09704964212997348
348,348,348,12-14,4.543083319282238,0.31509553577715826,0.18044612725582945
349,349,349,12-15,4.455463547167003,0.1662294299369162,-0.012297497397275564
350,350,350,12-16,4.858330085523218,0.8507001982419675,-0.4057300610626151
351,351,351,12-17,3.5381788681957045,-1.392238422795956,-0.07926683862464358
352,352,352,12-18,3.6755092936009706,-1.1589138528966108,-0.17309688133408685
353,353,353,12-19,4.795249428143199,0.7435260799886594,-0.3723074269515419
354,354,354,12-20,4.21172379670883,-0.2478847204795015,-0.35305728350174465
355,355,355,12-21,3.751954208566386,-1.029033843767814,0.2388942011182137
356,356,356,12-22,4.926311705895566,0.9662010589407516,0.5840053577101171
357,357,357,12-23,5.628647503467346,2.159470484923794,0.4925765657881591
358,358,358,12-24,4.894264660015621,0.91175308665481,0.4576844826929016
359,359,359,12-25,4.4723698901413,0.1949533284569109,0.42561786720607303
360,360,360,12-26,4.088502878736547,-0.4572372190510461,-0.037420197163081065
361,361,361,12-27,3.638711391112236,-1.2214335366887852,-0.5546776459104205
362,362,362,12-28,3.291099064910204,-1.8120273272741727,-0.9688567601562684
363,363,363,12-29,3.801959842296669,-0.9440742075602424,
364,364,364,12-30,3.4315967383844943,-1.5733215988202771,
365,365,365,12-31,,,
